Item,Order Date,Sales,Profit
Noodles,9/25/2016,837404.9554,65156.784
Edible_Oil,1/16/2017,853027.6517,96720.624
Salt,1/16/2017,868650.3479,93474.0576
Health_Drinks,9/17/2016,884273.0442,93428.9664
Eggs,9/17/2016,899895.7404,125424.9304
Noodles,9/17/2016,915518.4366,19930.3104
Edible_Oil,9/17/2016,206668,105870.38
Fresh_Fruits,9/17/2016,379893.36,50013.656
Chicken,9/25/2016,101643.08,39988.3792
Health_Drinks,9/10/2018,183934.52,25904.8944
Soft_Drinks,7/17/2017,373505.44,83031.6872
Flour,9/17/2016,185813.32,21615.594
Spices,9/17/2016,249629.8933,43933.8592
Soft_Drinks,9/17/2016,250569.2933,103555.6984
Organic_Fruits,9/17/2016,263032,63943.0792
Spices,9/17/2016,295409.9867,67028.0688
Rice,9/25/2016,318669.5307,104949.768
Eggs,9/17/2016,341929.0747,48529.404
Spices,10/12/2015,326723.32,150927.7616
Rice,10/12/2015,186001.2,70609.0616
Soft_Drinks,9/3/2016,442269.52,17439.0216
Organic_Fruits,11/13/2018,196146.72,87251.472
Spices,5/28/2018,399996.52,23064.1488
Rice,10/26/2018,330480.92,87341.6544
Eggs,10/26/2018,312444.44,34590.5868
Breads,4/5/2017,396614.68,81119.0688
Legumes,9/17/2017,352838.64,185516.4696
Chicken,9/17/2017,144479.72,90231.2488
Health_Drinks,9/17/2017,233159.08,30267.468
Flour,1/31/2016,399808.64,89344.4552
Fresh_Fruits,1/31/2016,424045.16,150908.9736
Chocolates,1/31/2016,241425.8,148087.016
Fish,11/6/2018,231092.4,39868.136
Flour,11/9/2018,348705.28,16336.166
Fresh_Fruits,6/17/2018,102394.6,89344.4552
Chocolates,12/24/2016,432311.88,72833.5608
Organic_Fruits,8/9/2016,418972.4,22385.902
Fresh_Vegetables,8/9/2016,354905.32,32736.2112
Legumes,8/9/2016,455421.12,56277.5752
Fish,2/28/2016,321274.8,36591.5088
Breads,2/28/2016,439075.56,57716.736
Eggs,9/13/2015,201783.12,63858.5332
Fresh_Vegetables,7/25/2015,397366.2,52891.9776
Soft_Drinks,11/10/2017,101643.08,68809.1712
Cakes,11/1/2018,135837.24,113708.7336
Edible_Oil,12/21/2016,236916.68,30314.438
Flour,12/18/2018,443208.92,81299.4336
Biscuits,7/17/2016,260213.8,20892.256
Fish,9/3/2018,260777.44,127222.942
Fresh_Fruits,12/12/2015,105776.44,12437.656
Eggs,6/30/2018,199716.44,86800.56
Fish,4/25/2018,437948.28,122903.5808
Breads,11/24/2015,405632.92,17829.812
Noodles,10/23/2016,244056.12,40717.3536
Organic_Fruits,12/3/2018,262092.6,19761.2184
Soft_Drinks,7/14/2016,150116.12,30323.832
Eggs,9/26/2015,241401.888,24614.1588
Soft_Drinks,1/21/2017,236083.176,60377.1168
Meat,11/5/2017,230764.464,18261.936
Health_Drinks,7/25/2016,225445.752,102413.388
Organic_Fruits,4/13/2016,220127.04,159761.8792
Eggs,5/5/2017,214808.328,42400.7584
Health_Drinks,10/23/2016,209489.616,43086.5204
Health_Drinks,7/22/2015,142223.2812,125426.8092
Meat,9/2/2017,29726.3736,42047.544
Biscuits,12/3/2018,56390.3032,83041.0812
Cookies,7/22/2015,39415.3452,80583.6108
Organic_Fruits,7/7/2017,44292.71,79640.4532
Edible_Oil,10/22/2018,56129.15,114963.772
Chocolates,1/30/2017,150830.064,110623.744
Chocolates,9/9/2018,56784.8512,20093.766
Rice,12/8/2015,168505.8144,70032.27
Biscuits,12/3/2018,57829.464,34175.372
Health_Drinks,3/19/2018,39516.8004,24698.7048
Breads,12/12/2015,58517.1048,94926.37
Organic_Fruits,1/21/2017,150999.156,80679.4296
Flour,10/23/2016,5082.154,46398.8448
Eggs,9/4/2018,47543.034,29279.2192
Health_Drinks,12/12/2015,42645.0024,23883.3056
Eggs,12/6/2015,97505.9624,63578.592
Eggs,12/22/2018,20817.104,138426.2264
Fish,11/18/2015,88664.3296,116034.688
Cookies,3/19/2017,17981.9948,91356.65
Biscuits,7/14/2016,17974.4796,32161.2984
Noodles,11/20/2016,192697.2432,42086.9988
Noodles,12/3/2017,137915.1928,63703.51839
Soft_Drinks,3/3/2018,73216.836,63373.84885
Breads,4/4/2015,107457.966,63044.17931
Organic_Vegetables,8/10/2018,49538.3196,62714.50978
Fresh_Fruits,12/3/2017,30556.8032,62384.84024
Spices,12/22/2018,41333.6,62055.1707
Rice,3/8/2016,32555.8464,61725.50117
Health_Drinks,11/30/2017,111465.4464,61395.83163
Biscuits,10/9/2016,91811.3196,61066.1621
Soft_Drinks,11/10/2015,130148.2336,60736.49256
Organic_Vegetables,9/25/2018,21671.958,60406.82302
Edible_Oil,7/29/2018,44347.1952,60077.15349
Health_Drinks,12/8/2017,53754.3468,59747.48395
Breads,9/24/2017,41374.9336,59417.81441
Salt,5/29/2018,131801.5776,59088.14488
Fresh_Fruits,12/1/2017,71018.64,58758.47534
Organic_Staples,7/31/2017,17726.478,58428.8058
Health_Drinks,1/20/2015,30893.1084,58099.13627
Breads,1/20/2015,139196.5344,57769.46673
Meat,5/8/2016,106775.9616,57439.7972
Cookies,5/26/2017,149627.632,57110.12766
Organic_Fruits,12/8/2018,59479.0504,56780.45812
Breads,4/3/2017,124598.2584,23268.938
Fresh_Vegetables,3/28/2015,7470.1088,28807.6404
Chicken,8/26/2017,19096.1232,18141.6928
Legumes,11/17/2016,25100.768,77804.8656
Organic_Fruits,12/29/2017,29016.1872,25457.74
Noodles,6/26/2018,53269.6164,116577.6612
Cookies,5/27/2018,47529.8824,87655.414
Breads,3/21/2018,44899.5624,8708.238
Organic_Fruits,12/29/2017,105163.9512,8755.208
Flour,11/29/2018,27135.5084,96690.5632
Salt,5/5/2017,25115.7984,31045.2912
Health_Drinks,1/14/2017,97374.4464,156971.8612
Chicken,1/22/2017,22756.0256,27430.48
Organic_Vegetables,5/2/2017,21410.8048,12208.4424
Soft_Drinks,9/2/2017,56709.6992,48247.584
Spices,11/3/2015,149710.2992,37049.936
Legumes,12/22/2018,87578.3832,6865.1352
Salt,11/30/2018,132515.5216,61917.7328
Edible_Oil,4/26/2016,110984.4736,47717.7624
Salt,5/1/2018,192577,40903.3548
Fish,11/27/2017,58716.2576,128848.104
Edible_Oil,12/12/2015,32150.0256,77782.32
Health_Drinks,11/6/2018,6838.832,202825.854
Chicken,11/19/2018,16123.8616,95645.9504
Organic_Vegetables,8/7/2018,159314.7248,71796.4632
Health_Drinks,5/26/2016,67636.8,74806.3008
Chicken,9/8/2017,24595.3708,64029.504
Organic_Vegetables,2/13/2018,31338.384,27308.358
Meat,8/11/2015,76748.98,40770.2284
Noodles,11/21/2018,59727.052,31188.8852
Cookies,11/21/2016,154550.088,21607.542
Salt,7/29/2018,30921.2904,24310.48537
Noodles,12/1/2018,130758.8436,17800.21381
Eggs,2/26/2018,73821.8096,11289.94226
Fresh_Fruits,11/29/2018,40108.6224,4779.670699
Noodles,5/5/2017,28035.4536,110631.2592
Legumes,1/14/2017,63443.3184,80995.068
Breads,1/22/2017,67118.2512,78918.994
Fresh_Fruits,5/2/2017,80929.31,132126.61
Fish,9/2/2017,45346.7168,55537.328
Organic_Staples,11/3/2015,86173.0408,125045.4128
Fresh_Fruits,12/22/2018,180049.1616,39060.252
Breads,11/30/2018,17247.384,50045.5956
Rice,4/26/2016,107166.752,136220.5152
Rice,5/1/2018,176708.6552,139239.7468
Legumes,11/27/2017,82366.592,80093.244
Chicken,12/12/2015,13564.936,127968.8256
Chocolates,11/6/2018,73972.1136,17604.356
Cookies,11/19/2018,73329.564,32781.3024
Breads,8/7/2018,64863.6912,55184.1136
Legumes,5/26/2016,128077.796,70285.908
Biscuits,9/8/2017,11686.136,8035.6276
Meat,11/29/2018,32653.544,68925.6568
Noodles,5/5/2017,16593.5616,14387.8504
Cookies,1/14/2017,45542.112,34770.9516
Salt,1/22/2017,46049.388,99172.458
Meat,9/15/2018,89656.336,61579.5488
Noodles,7/7/2017,58550.9232,119106.526
Cookies,9/14/2016,127608.096,22320.144
Salt,12/25/2017,115072.7424,50633.66
Noodles,12/4/2016,40490.0188,83801.9952
Eggs,11/26/2017,42171.5448,25322.4664
Fresh_Fruits,12/12/2017,56273.8176,42053.1804
Noodles,11/2/2016,65803.0912,150104.8472
Legumes,5/31/2016,79766.3328,43963.92
Breads,1/23/2017,86424.8,72395.8004
Fresh_Fruits,10/20/2016,44057.86,88564.7532
Fish,1/30/2016,125588.386,90746.04
